,New_Date,VisitingTeam,VisitorStartingPitcherName,HomeTeam,HomeStartingPitcherName,VisitorRunsScored,HomeRunsScore,VisitorAB,VisitorH,Visitor_BA,VisitorHBP,VisitorBB,VisitorIBB,VisitorLOB,HomeAB,HomeH,Home_BA,HomeHBP,HomeBB,HomeIBB,HomeLOB,Home_team_won?,prior_year,year_x,playerName_x,teamAbbrev_x,winningPercentage_x,runsScoredPer9_x,hitsPer9_x,strikeoutsPer9_x,baseOnBallsPer9_x,homeRunsPer9_x,era_x,whip_x,ops_x,gidp_x,avg_x,year_y,playerName_y,teamAbbrev_y,winningPercentage_y,runsScoredPer9_y,hitsPer9_y,strikeoutsPer9_y,baseOnBallsPer9_y,homeRunsPer9_y,era_y,whip_y,ops_y,gidp_y,avg_y,year,teamAbbrev,hits,atBats,team_BA,totalBases,total_bases_avg,leftOnBase,LOB_avg,runs,runs_avg,strikeOuts,atBats,K_avg,baseOnBalls,BB_avg,rbi,RBI_avg,year_home,teamAbbrev_home,hits_home,atBats_home,team_BA_home,totalBases_home,total_bases_avg_home,leftOnBase_home,LOB_avg_home,runs_home,runs_avg_home,strikeOuts_home,atBats_home,K_avg_home,baseOnBalls_home,BB_avg_home,rbi_home,RBI_avg_home,current_year
1367,2023-07-09,OAK,JP Sears,BOS,Tayler Scott,3,4,36,11,0.306,1,5,0,12,29,7,0.241,2,4,0,8,True,2022,2022.0,JP Sears,OAK,.667,3.99,8.61,6.56,2.96,1.03,3.86,1.29,0.716,9.0,0.256,2022.0,Tayler Scott,SD,.000,7.50,14.25,9.75,4.50,0.75,6.75,2.08,0.896,3.0,0.358,2022.0,OAK,1061.0,5000.0,0.212,1689.0,0.305,1975.0,0.357,524.0,0.095,1327.0,5000.0,0.265,413.0,0.075,503.0,0.091,2022.0,BOS,1487.0,5744.0,0.259,2354.0,0.368,2556.0,0.4,781.0,0.122,1460.0,5744.0,0.254,516.0,0.081,721.0,0.113,2023
1368,2023-07-09,STL,Steven Matz,CWS,Lucas Giolito,4,3,31,5,0.161,2,4,0,5,34,5,0.147,0,2,0,6,False,2022,2022.0,Steven Matz,STL,.625,5.25,9.38,10.13,1.88,1.50,5.25,1.25,0.731,2.0,0.256,2022.0,Lucas Giolito,CWS,.550,5.12,9.52,9.85,3.40,1.34,4.90,1.44,0.793,18.0,0.272,2022.0,STL,1293.0,5085.0,0.254,2174.0,0.38,2120.0,0.37,717.0,0.125,1132.0,5085.0,0.223,517.0,0.09,708.0,0.124,2022.0,CWS,1485.0,5814.0,0.255,2261.0,0.356,2436.0,0.384,715.0,0.113,1298.0,5814.0,0.223,412.0,0.065,674.0,0.106,2023
1369,2023-07-09,KC,Ryan Yarbrough,CLE,Shane Bieber,4,1,33,10,0.303,2,1,0,5,33,7,0.212,0,2,0,7,False,2022,2022.0,Ryan Yarbrough,TB,.273,4.95,9.90,6.86,2.48,1.35,4.50,1.38,0.79,7.0,0.276,2022.0,Shane Bieber,CLE,.619,3.15,7.74,8.91,1.62,0.81,2.88,1.04,0.613,17.0,0.23,2022.0,KC,1039.0,4340.0,0.239,1652.0,0.345,1889.0,0.395,508.0,0.106,1104.0,4340.0,0.254,344.0,0.072,489.0,0.102,2022.0,CLE,1321.0,5114.0,0.258,1998.0,0.352,2240.0,0.395,654.0,0.115,980.0,5114.0,0.192,415.0,0.073,628.0,0.111,2023
1370,2023-07-09,TOR,Chris Bassitt,DET,Tarik Skubal,4,3,33,5,0.152,0,4,0,4,40,11,0.275,0,0,0,8,False,2022,2022.0,Chris Bassitt,NYM,.625,3.52,7.88,8.27,2.43,0.94,3.42,1.14,0.656,22.0,0.234,2022.0,Tarik Skubal,DET,.467,4.05,7.95,8.95,2.45,0.69,3.52,1.16,0.66,9.0,0.237,2022.0,TOR,1599.0,6138.0,0.261,2586.0,0.381,2597.0,0.383,842.0,0.124,1330.0,6138.0,0.217,541.0,0.08,816.0,0.12,2022.0,DET,1184.0,5105.0,0.232,1782.0,0.321,2041.0,0.368,533.0,0.096,1323.0,5105.0,0.259,342.0,0.062,507.0,0.091,2023
1371,2023-07-09,SEA,Logan Gilbert,HOU,Brandon Bielak,3,1,33,6,0.182,2,1,0,6,29,3,0.103,1,1,0,3,False,2022,2022.0,Logan Gilbert,SEA,.684,3.44,8.24,8.43,2.38,0.92,3.20,1.18,0.685,11.0,0.242,2022.0,Brandon Bielak,HOU,.---,3.65,8.03,8.76,2.92,1.46,3.65,1.22,0.716,1.0,0.234,2022.0,SEA,1319.0,5747.0,0.23,2226.0,0.34,2430.0,0.371,741.0,0.113,1478.0,5747.0,0.257,655.0,0.1,699.0,0.107,2022.0,HOU,1506.0,5968.0,0.252,2540.0,0.381,2468.0,0.37,801.0,0.12,1272.0,5968.0,0.213,573.0,0.086,796.0,0.119,2023
1372,2023-07-09,BAL,Kyle Gibson,MIN,Joe Ryan,15,2,44,17,0.386,1,4,0,7,31,4,0.129,1,1,0,4,False,2022,2022.0,Kyle Gibson,PHI,.556,5.26,9.45,7.73,2.58,1.29,5.05,1.34,0.759,16.0,0.268,2022.0,Joe Ryan,MIN,.619,3.67,7.04,9.24,2.88,1.22,3.55,1.10,0.664,8.0,0.211,2022.0,BAL,1309.0,5670.0,0.231,2181.0,0.346,2391.0,0.379,694.0,0.11,1493.0,5670.0,0.263,484.0,0.077,662.0,0.105,2022.0,MIN,1359.0,5501.0,0.247,2198.0,0.358,2399.0,0.39,703.0,0.114,1363.0,5501.0,0.248,523.0,0.085,668.0,0.109,2023
1373,2023-07-09,CHC,Kyle Hendricks,NYY,Domingo German,7,4,32,6,0.188,0,5,0,5,38,11,0.289,0,2,0,9,False,2022,2022.0,Kyle Hendricks,CHC,.400,4.80,9.07,7.04,2.56,1.60,4.80,1.29,0.787,6.0,0.26,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,2022.0,CHC,1313.0,5523.0,0.238,2135.0,0.346,2423.0,0.392,662.0,0.107,1512.0,5523.0,0.274,510.0,0.083,631.0,0.102,2022.0,NYY,1423.0,5686.0,0.25,2434.0,0.377,2461.0,0.381,841.0,0.13,1362.0,5686.0,0.24,629.0,0.097,792.0,0.123,2023
1374,2023-07-09,ATL,Bryce Elder,TB,Zach Eflin,4,10,35,9,0.257,0,0,0,4,33,10,0.303,0,5,0,4,True,2022,2022.0,Bryce Elder,ATL,.333,3.17,7.33,7.83,3.83,0.67,3.17,1.24,0.643,5.0,0.222,2022.0,Zach Eflin,PHI,.375,4.52,8.33,7.73,1.78,0.95,4.04,1.12,0.681,4.0,0.241,2022.0,ATL,1472.0,5924.0,0.248,2547.0,0.388,2359.0,0.36,818.0,0.125,1628.0,5924.0,0.275,517.0,0.079,787.0,0.12,2022.0,TB,1383.0,5751.0,0.24,2199.0,0.345,2441.0,0.383,712.0,0.112,1461.0,5751.0,0.254,526.0,0.083,681.0,0.107,2023
1375,2023-07-14,CWS,Michael Kopech,ATL,Charlie Morton,0,9,28,5,0.179,0,1,0,2,30,8,0.267,2,9,0,9,True,2022,2022.0,Michael Kopech,CWS,.357,4.00,6.41,7.92,4.30,1.13,3.54,1.19,0.641,8.0,0.198,2022.0,Charlie Morton,ATL,.600,4.45,7.80,10.73,3.30,1.47,4.34,1.23,0.727,14.0,0.233,2022.0,CWS,1485.0,5814.0,0.255,2261.0,0.356,2436.0,0.384,715.0,0.113,1298.0,5814.0,0.223,412.0,0.065,674.0,0.106,2022.0,ATL,1472.0,5924.0,0.248,2547.0,0.388,2359.0,0.36,818.0,0.125,1628.0,5924.0,0.275,517.0,0.079,787.0,0.12,2023
1376,2023-07-14,BOS,Brayan Bello,CHC,Kyle Hendricks,8,3,39,13,0.333,0,1,0,6,35,9,0.257,0,2,0,7,False,2022,2022.0,Brayan Bello,BOS,.200,5.34,11.77,8.63,4.24,0.16,4.71,1.78,0.804,9.0,0.315,2022.0,Kyle Hendricks,CHC,.400,4.80,9.07,7.04,2.56,1.60,4.80,1.29,0.787,6.0,0.26,2022.0,BOS,1487.0,5744.0,0.259,2354.0,0.368,2556.0,0.4,781.0,0.122,1460.0,5744.0,0.254,516.0,0.081,721.0,0.113,2022.0,CHC,1313.0,5523.0,0.238,2135.0,0.346,2423.0,0.392,662.0,0.107,1512.0,5523.0,0.274,510.0,0.083,631.0,0.102,2023
1377,2023-07-14,MIL,Corbin Burnes,CIN,Graham Ashcraft,1,0,30,6,0.2,0,3,0,5,29,2,0.069,1,2,0,5,False,2022,2022.0,Corbin Burnes,MIL,.600,3.25,6.42,10.83,2.27,1.02,2.94,0.97,0.602,15.0,0.197,2022.0,Graham Ashcraft,CIN,.455,5.23,10.20,6.09,2.57,0.94,4.89,1.42,0.742,8.0,0.281,2022.0,MIL,1275.0,5428.0,0.235,2217.0,0.362,2316.0,0.378,724.0,0.118,1465.0,5428.0,0.27,577.0,0.094,701.0,0.114,2022.0,CIN,1047.0,4557.0,0.23,1618.0,0.32,1897.0,0.375,504.0,0.1,1212.0,4557.0,0.266,371.0,0.073,487.0,0.096,2023
1378,2023-07-14,NYY,Carlos Rodon,COL,Austin Gomber,2,7,34,8,0.235,0,1,0,6,31,7,0.226,0,3,0,3,True,2022,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,2022.0,Austin Gomber,COL,.417,5.78,9.89,6.86,2.45,1.44,5.56,1.37,0.808,13.0,0.281,2022.0,NYY,1423.0,5686.0,0.25,2434.0,0.377,2461.0,0.381,841.0,0.13,1362.0,5686.0,0.24,629.0,0.097,792.0,0.123,2022.0,COL,1408.0,5540.0,0.254,2203.0,0.361,2405.0,0.394,698.0,0.114,1330.0,5540.0,0.24,453.0,0.074,669.0,0.11,2023
1379,2023-07-14,LAD,Julio Urias,NYM,Justin Verlander,6,0,32,7,0.219,0,9,0,8,28,1,0.036,1,1,0,4,False,2022,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,2022.0,Justin Verlander,HOU,.818,2.21,5.97,9.51,1.49,0.62,1.75,0.83,0.497,8.0,0.186,2022.0,LAD,1439.0,5695.0,0.253,2488.0,0.386,2542.0,0.394,866.0,0.134,1459.0,5695.0,0.256,638.0,0.099,832.0,0.129,2022.0,NYM,1540.0,6049.0,0.255,2499.0,0.366,2715.0,0.398,845.0,0.124,1375.0,6049.0,0.227,586.0,0.086,827.0,0.121,2023
1380,2023-07-14,SD,Yu Darvish,PHI,Cristopher Sanchez,8,3,37,11,0.297,0,4,0,6,34,7,0.206,0,5,0,9,False,2022,2022.0,Yu Darvish,SD,.667,3.10,6.84,9.11,1.71,1.02,3.10,0.95,0.587,10.0,0.207,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,2022.0,SD,1409.0,5661.0,0.249,2308.0,0.357,2411.0,0.373,789.0,0.122,1304.0,5661.0,0.23,662.0,0.102,737.0,0.114,2022.0,PHI,1465.0,5810.0,0.252,2437.0,0.379,2395.0,0.373,782.0,0.122,1479.0,5810.0,0.255,498.0,0.078,759.0,0.118,2023
1381,2023-07-14,SF,Ross Stripling,PIT,Rich Hill,6,4,37,10,0.27,1,3,0,8,31,8,0.258,0,3,0,5,False,2022,2022.0,Ross Stripling,TOR,.714,3.28,7.84,7.44,1.34,0.80,3.01,1.02,0.613,6.0,0.229,2022.0,Rich Hill,BOS,.533,4.85,9.05,7.89,2.68,1.09,4.27,1.30,0.748,9.0,0.258,2022.0,SF,1206.0,5149.0,0.234,2007.0,0.344,2219.0,0.38,678.0,0.116,1390.0,5149.0,0.27,543.0,0.093,639.0,0.109,2022.0,PIT,1149.0,5122.0,0.224,1855.0,0.328,2073.0,0.366,567.0,0.1,1445.0,5122.0,0.282,433.0,0.077,528.0,0.093,2023
1382,2023-07-14,WAS,Trevor Williams,STL,Miles Mikolas,7,5,38,8,0.211,0,2,0,4,35,6,0.171,2,1,0,5,False,2022,2022.0,Trevor Williams,NYM,.375,3.41,8.73,8.43,2.31,1.20,3.21,1.23,0.72,8.0,0.253,2022.0,Miles Mikolas,STL,.480,3.60,7.56,6.81,1.73,1.11,3.29,1.03,0.64,15.0,0.226,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2022.0,STL,1293.0,5085.0,0.254,2174.0,0.38,2120.0,0.37,717.0,0.125,1132.0,5085.0,0.223,517.0,0.09,708.0,0.124,2023
1383,2023-07-14,HOU,J. P. France,LAA,Shohei Ohtani,7,5,36,10,0.278,1,6,1,10,37,12,0.324,0,2,0,8,False,2022,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,2022.0,Shohei Ohtani,LAA,.625,2.44,6.72,11.87,2.39,0.76,2.33,1.01,0.574,10.0,0.203,2022.0,HOU,1506.0,5968.0,0.252,2540.0,0.381,2468.0,0.37,801.0,0.12,1272.0,5968.0,0.213,573.0,0.086,796.0,0.119,2022.0,LAA,1252.0,5401.0,0.232,2087.0,0.351,2184.0,0.367,621.0,0.104,1516.0,5401.0,0.281,450.0,0.076,583.0,0.098,2023
1384,2023-07-14,MIA,Sandy Alcantara,BAL,Dean Kremer,2,5,32,5,0.156,1,2,0,6,34,11,0.324,0,2,0,7,True,2022,2022.0,Sandy Alcantara,MIA,.609,2.64,6.85,8.15,1.97,0.63,2.28,0.98,0.587,21.0,0.212,2022.0,Dean Kremer,BAL,.533,3.45,8.83,6.25,2.44,0.79,3.23,1.25,0.708,14.0,0.262,2022.0,MIA,1145.0,4979.0,0.23,1803.0,0.328,2044.0,0.372,541.0,0.099,1319.0,4979.0,0.265,408.0,0.074,508.0,0.093,2022.0,BAL,1309.0,5670.0,0.231,2181.0,0.346,2391.0,0.379,694.0,0.11,1493.0,5670.0,0.263,484.0,0.077,662.0,0.105,2023
1385,2023-07-14,MIN,Kenta Maeda,OAK,Ken Waldichuk,5,4,35,10,0.286,0,6,0,10,32,7,0.219,1,6,0,9,False,2022,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,2022.0,Ken Waldichuk,OAK,.500,4.93,8.31,8.57,2.60,1.30,4.93,1.21,0.781,4.0,0.244,2022.0,MIN,1359.0,5501.0,0.247,2198.0,0.358,2399.0,0.39,703.0,0.114,1363.0,5501.0,0.248,523.0,0.085,668.0,0.109,2022.0,OAK,1061.0,5000.0,0.212,1689.0,0.305,1975.0,0.357,524.0,0.095,1327.0,5000.0,0.265,413.0,0.075,503.0,0.091,2023
1386,2023-07-14,DET,Eduardo Rodriguez,SEA,Luis Castillo,5,4,34,6,0.176,0,3,0,5,33,6,0.182,1,4,0,7,False,2022,2022.0,Eduardo Rodriguez,DET,.500,4.85,8.60,7.12,3.36,1.19,4.05,1.33,0.719,10.0,0.247,2022.0,Luis Castillo,DET,.---,0.00,4.91,9.82,0.00,0.00,0.00,0.55,0.286,0.0,0.143,2022.0,DET,1184.0,5105.0,0.232,1782.0,0.321,2041.0,0.368,533.0,0.096,1323.0,5105.0,0.259,342.0,0.062,507.0,0.091,2022.0,SEA,1319.0,5747.0,0.23,2226.0,0.34,2430.0,0.371,741.0,0.113,1478.0,5747.0,0.257,655.0,0.1,699.0,0.107,2023
1387,2023-07-14,DET,Eduardo Rodriguez,SEA,Luis Castillo,5,4,34,6,0.176,0,3,0,5,33,6,0.182,1,4,0,7,False,2022,2022.0,Eduardo Rodriguez,DET,.500,4.85,8.60,7.12,3.36,1.19,4.05,1.33,0.719,10.0,0.247,2022.0,Luis Castillo,SEA,.571,3.35,7.06,10.00,2.69,0.78,2.99,1.08,0.611,11.0,0.212,2022.0,DET,1184.0,5105.0,0.232,1782.0,0.321,2041.0,0.368,533.0,0.096,1323.0,5105.0,0.259,342.0,0.062,507.0,0.091,2022.0,SEA,1319.0,5747.0,0.23,2226.0,0.34,2430.0,0.371,741.0,0.113,1478.0,5747.0,0.257,655.0,0.1,699.0,0.107,2023
1388,2023-07-14,CLE,Aaron Civale,TEX,Jon Gray,4,12,35,8,0.229,0,4,2,8,39,17,0.436,1,5,0,9,True,2022,2022.0,Aaron Civale,CLE,.455,5.38,8.63,9.09,2.04,1.30,4.92,1.19,0.724,5.0,0.249,2022.0,Jon Gray,TEX,.500,4.31,7.42,9.47,2.76,1.20,3.96,1.13,0.663,11.0,0.222,2022.0,CLE,1321.0,5114.0,0.258,1998.0,0.352,2240.0,0.395,654.0,0.115,980.0,5114.0,0.192,415.0,0.073,628.0,0.111,2022.0,TEX,1335.0,5590.0,0.239,2201.0,0.358,2183.0,0.355,715.0,0.116,1460.0,5590.0,0.261,460.0,0.075,684.0,0.111,2023
1389,2023-07-14,ARI,Ryne Nelson,TOR,Jose Berrios,2,7,33,9,0.273,0,2,0,6,38,16,0.421,2,1,0,11,True,2022,2022.0,Ryne Nelson,AZ,.500,1.96,4.42,7.85,2.95,0.98,1.47,0.82,0.523,0.0,0.145,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2022.0,TOR,1599.0,6138.0,0.261,2586.0,0.381,2597.0,0.383,842.0,0.124,1330.0,6138.0,0.217,541.0,0.08,816.0,0.12,2023
1390,2023-07-15,CWS,Lance Lynn,ATL,Spencer Strider,6,5,36,11,0.306,0,0,0,4,36,11,0.306,0,5,0,9,False,2022,2022.0,Lance Lynn,CWS,.533,4.81,8.80,9.17,1.41,1.41,3.99,1.13,0.696,6.0,0.247,2022.0,Spencer Strider,ATL,.688,2.87,5.88,13.81,3.08,0.48,2.67,0.99,0.518,3.0,0.18,2022.0,CWS,1485.0,5814.0,0.255,2261.0,0.356,2436.0,0.384,715.0,0.113,1298.0,5814.0,0.223,412.0,0.065,674.0,0.106,2022.0,ATL,1472.0,5924.0,0.248,2547.0,0.388,2359.0,0.36,818.0,0.125,1628.0,5924.0,0.275,517.0,0.079,787.0,0.12,2023
1391,2023-07-15,BOS,James Paxton,CHC,Marcus Stroman,4,10,32,6,0.188,0,3,0,4,35,12,0.343,1,4,0,6,True,2022,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,2022.0,Marcus Stroman,CHC,.462,3.96,7.98,7.72,2.34,1.04,3.50,1.15,0.664,6.0,0.234,2022.0,BOS,1487.0,5744.0,0.259,2354.0,0.368,2556.0,0.4,781.0,0.122,1460.0,5744.0,0.254,516.0,0.081,721.0,0.113,2022.0,CHC,1313.0,5523.0,0.238,2135.0,0.346,2423.0,0.392,662.0,0.107,1512.0,5523.0,0.274,510.0,0.083,631.0,0.102,2023
1392,2023-07-15,MIL,Freddy Peralta,CIN,Andrew Abbott,3,0,32,7,0.219,0,3,0,5,28,1,0.036,0,3,0,4,False,2022,2022.0,Freddy Peralta,MIL,.500,3.58,6.23,9.92,3.12,0.69,3.58,1.04,0.569,1.0,0.19,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,2022.0,MIL,1275.0,5428.0,0.235,2217.0,0.362,2316.0,0.378,724.0,0.118,1465.0,5428.0,0.27,577.0,0.094,701.0,0.114,2022.0,CIN,1047.0,4557.0,0.23,1618.0,0.32,1897.0,0.375,504.0,0.1,1212.0,4557.0,0.266,371.0,0.073,487.0,0.096,2023
1393,2023-07-15,NYY,Clarke Schmidt,COL,Conner Seabold,6,3,34,8,0.235,0,3,0,5,32,6,0.188,1,2,0,5,False,2022,2022.0,Clarke Schmidt,NYY,.500,3.59,7.18,8.74,3.59,0.78,3.12,1.20,0.648,3.0,0.222,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,2022.0,NYY,1423.0,5686.0,0.25,2434.0,0.377,2461.0,0.381,841.0,0.13,1362.0,5686.0,0.24,629.0,0.097,792.0,0.123,2022.0,COL,1408.0,5540.0,0.254,2203.0,0.361,2405.0,0.394,698.0,0.114,1330.0,5540.0,0.24,453.0,0.074,669.0,0.11,2023
1394,2023-07-15,LAD,Tony Gonsolin,NYM,Kodai Senga,5,1,38,11,0.289,2,3,1,11,27,3,0.111,0,3,0,2,False,2022,2022.0,Tony Gonsolin,LAD,.941,2.21,5.46,8.22,2.42,0.76,2.14,0.87,0.536,11.0,0.172,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,2022.0,LAD,1439.0,5695.0,0.253,2488.0,0.386,2542.0,0.394,866.0,0.134,1459.0,5695.0,0.256,638.0,0.099,832.0,0.129,2022.0,NYM,1540.0,6049.0,0.255,2499.0,0.366,2715.0,0.398,845.0,0.124,1375.0,6049.0,0.227,586.0,0.086,827.0,0.121,2023
1395,2023-07-15,SD,Blake Snell,PHI,Ranger Suarez,4,6,34,9,0.265,1,5,0,9,35,10,0.286,0,5,0,10,True,2022,2022.0,Blake Snell,SD,.444,3.59,7.24,12.02,3.59,0.77,3.38,1.20,0.634,6.0,0.216,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,2022.0,SD,1409.0,5661.0,0.249,2308.0,0.357,2411.0,0.373,789.0,0.122,1304.0,5661.0,0.23,662.0,0.102,737.0,0.114,2022.0,PHI,1465.0,5810.0,0.252,2437.0,0.379,2395.0,0.373,782.0,0.122,1479.0,5810.0,0.255,498.0,0.078,759.0,0.118,2023
1396,2023-07-15,SD,Ryan Weathers,PHI,Taijuan Walker,4,9,30,5,0.167,1,6,0,6,35,12,0.343,1,5,0,8,True,2022,2022.0,Ryan Weathers,SD,.---,9.82,14.73,7.36,9.82,0.00,9.82,2.73,0.888,0.0,0.353,2022.0,Taijuan Walker,NYM,.706,3.60,8.18,7.55,2.57,0.86,3.49,1.19,0.663,13.0,0.24,2022.0,SD,1409.0,5661.0,0.249,2308.0,0.357,2411.0,0.373,789.0,0.122,1304.0,5661.0,0.23,662.0,0.102,737.0,0.114,2022.0,PHI,1465.0,5810.0,0.252,2437.0,0.379,2395.0,0.373,782.0,0.122,1479.0,5810.0,0.255,498.0,0.078,759.0,0.118,2023
1397,2023-07-15,SF,Alex Cobb,PIT,Johan Oviedo,3,1,30,3,0.1,2,4,0,6,33,7,0.212,0,3,0,9,False,2022,2022.0,Alex Cobb,SF,.467,4.33,9.14,9.08,2.59,0.54,3.73,1.30,0.665,13.0,0.262,2022.0,Johan Oviedo,PIT,.571,3.38,7.88,8.68,3.70,0.80,3.21,1.29,0.653,3.0,0.227,2022.0,SF,1206.0,5149.0,0.234,2007.0,0.344,2219.0,0.38,678.0,0.116,1390.0,5149.0,0.27,543.0,0.093,639.0,0.109,2022.0,PIT,1149.0,5122.0,0.224,1855.0,0.328,2073.0,0.366,567.0,0.1,1445.0,5122.0,0.282,433.0,0.077,528.0,0.093,2023
1398,2023-07-15,WAS,Jake Irvin,STL,Steven Matz,6,9,36,11,0.306,1,3,0,9,38,17,0.447,1,1,0,8,True,2022,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,2022.0,Steven Matz,STL,.625,5.25,9.38,10.13,1.88,1.50,5.25,1.25,0.731,2.0,0.256,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2022.0,STL,1293.0,5085.0,0.254,2174.0,0.38,2120.0,0.37,717.0,0.125,1132.0,5085.0,0.223,517.0,0.09,708.0,0.124,2023
1399,2023-07-15,HOU,Framber Valdez,LAA,Reid Detmers,12,13,44,16,0.364,0,4,1,8,44,15,0.341,0,4,1,7,True,2022,2022.0,Framber Valdez,HOU,.739,3.17,7.42,8.67,3.00,0.49,2.82,1.16,0.601,25.0,0.223,2022.0,Reid Detmers,LAA,.538,3.91,7.67,8.51,3.21,0.91,3.77,1.21,0.682,9.0,0.231,2022.0,HOU,1506.0,5968.0,0.252,2540.0,0.381,2468.0,0.37,801.0,0.12,1272.0,5968.0,0.213,573.0,0.086,796.0,0.119,2022.0,LAA,1252.0,5401.0,0.232,2087.0,0.351,2184.0,0.367,621.0,0.104,1516.0,5401.0,0.281,450.0,0.076,583.0,0.098,2023
1400,2023-07-15,MIA,Braxton Garrett,BAL,Kyle Gibson,5,6,37,11,0.297,0,3,0,9,35,11,0.314,0,2,0,7,True,2022,2022.0,Braxton Garrett,MIA,.300,3.89,8.80,9.20,2.45,0.92,3.58,1.25,0.725,9.0,0.254,2022.0,Kyle Gibson,PHI,.556,5.26,9.45,7.73,2.58,1.29,5.05,1.34,0.759,16.0,0.268,2022.0,MIA,1145.0,4979.0,0.23,1803.0,0.328,2044.0,0.372,541.0,0.099,1319.0,4979.0,0.265,408.0,0.074,508.0,0.093,2022.0,BAL,1309.0,5670.0,0.231,2181.0,0.346,2391.0,0.379,694.0,0.11,1493.0,5670.0,0.263,484.0,0.077,662.0,0.105,2023
1401,2023-07-15,TB,Tyler Glasnow,KC,Alec Marsh,6,1,34,8,0.235,0,4,0,6,34,7,0.206,0,2,0,8,False,2022,2022.0,Tyler Glasnow,TB,.---,1.35,5.40,13.50,2.70,1.35,1.35,0.90,0.523,1.0,0.167,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,2022.0,TB,1383.0,5751.0,0.24,2199.0,0.345,2441.0,0.383,712.0,0.112,1461.0,5751.0,0.254,526.0,0.083,681.0,0.107,2022.0,KC,1039.0,4340.0,0.239,1652.0,0.345,1889.0,0.395,508.0,0.106,1104.0,4340.0,0.254,344.0,0.072,489.0,0.102,2023
1402,2023-07-15,TB,Shawn Armstrong,KC,Cole Ragans,4,2,36,11,0.306,0,3,1,9,32,7,0.219,0,0,0,4,False,2022,2022.0,Shawn Armstrong,TB,.400,4.67,9.63,9.63,2.48,1.02,4.38,1.35,0.755,3.0,0.273,2022.0,Cole Ragans,TEX,.000,5.40,9.68,6.08,3.60,1.35,4.95,1.48,0.795,5.0,0.272,2022.0,TB,1383.0,5751.0,0.24,2199.0,0.345,2441.0,0.383,712.0,0.112,1461.0,5751.0,0.254,526.0,0.083,681.0,0.107,2022.0,KC,1039.0,4340.0,0.239,1652.0,0.345,1889.0,0.395,508.0,0.106,1104.0,4340.0,0.254,344.0,0.072,489.0,0.102,2023
1403,2023-07-15,MIN,Pablo Lopez,OAK,Austin Pruitt,10,7,35,11,0.314,1,7,0,7,35,10,0.286,0,4,0,6,False,2022,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1.0,2022.0,Austin Pruitt,OAK,.000,4.72,7.81,6.18,1.46,1.79,4.23,1.03,0.698,1.0,0.226,2022.0,MIN,1359.0,5501.0,0.247,2198.0,0.358,2399.0,0.39,703.0,0.114,1363.0,5501.0,0.248,523.0,0.085,668.0,0.109,2022.0,OAK,1061.0,5000.0,0.212,1689.0,0.305,1975.0,0.357,524.0,0.095,1327.0,5000.0,0.265,413.0,0.075,503.0,0.091,2023
